PreCoordinated,Target Type,Major Category,Minor Category,Anatomic Group,N Characters,TG263-Primary Name,TG-263-Reverse Order Name,Description,FMAID,SNOMED-CT Code,SNOMEDCT Term,Qualifiers,Notes,Summary,,,,,,
x,Anatomic,Muscle,Constrictors,Head and Neck,16,Musc_Constrict_M,M_Constrict_Musc, Pharynx - Middle pharyngeal constrictor,46622,4866005,Constrictor muscle of pharynx structure (body structure),middle,,,,,,,,
x,Anatomic,Muscle,Constrictors,Head and Neck,16,Musc_Constrict_S,S_Constrict_Musc,Pharynx - Superior pharyngeal constrictor,46621,4866005,Constrictor muscle of pharynx structure (body structure),superior,,,,,,,,
x,Anatomic,Muscle,Digastric,Abdomen,16,Musc_Digastric_L,L_Digastric_Musc,Digastric muscle Left,46293,52410001,Digastric muscle structure (body structure),left,,,,,,,,
x,Anatomic,Muscle,Digastric,Abdomen,16,Musc_Digastric_R,R_Digastric_Musc,Digastric muscle Right,46292,52410001,Digastric muscle structure (body structure),right,,,,,,,,
,Anatomic,Reproductive,,Pelvis,7,Ovaries,Ovaries,Ovary,7409,15497006,Ovarian structure (body structure),"left,right",,,,,,,,
x,Anatomic,Muscle,Masseter,Head and Neck,15,Musc_Masseter_L,L_Masseter_Musc,Masseter Muscle Left,48998,79368004,Masseter muscle structure (body structure),,,,,,,,,
x,Anatomic,Muscle,Masseter,Head and Neck,15,Musc_Masseter_R,R_Masseter_Musc,Masseter Muscle Right,48997,79368004,Masseter muscle structure (body structure),,,,,,,,,
x,Anatomic,Muscle,Platysma,Head and Neck,15,Musc_Platysma_L,L_Platysma_Musc,Platysma Left,45740,18252004,Structure of platysma muscle (body structure),left,,,,,,,,
x,Anatomic,Muscle,Platysma,Head and Neck,15,Musc_Platysma_R,R_Platysma_Musc,Platysma Right,45739,18252004,Structure of platysma muscle (body structure),right,,,,,,,,
x,Anatomic,Muscle,Pterygoid,Head and Neck,16,Musc_Pterygoid_L,L_Pterygoid_Musc,Pterygoid muscles - Left,,18252004,Structure of platysma muscle (body structure),left,,,,,,,,
x,Anatomic,Muscle,Pterygoid,Head and Neck,16,Musc_Pterygoid_R,R_Pterygoid_Musc,Pterygoid muscles - Right,,76738006,Structure of pterygoid muscle (body structure),right,,,,,,,,
x,Anatomic,Muscle,Sternocleidomastoid,Head and Neck,14,Musc_Sclmast_L,L_Sclmast_Musc,Sternocleidomastoid Left,13409,22823000,Structure of sternocleidomastoid muscle (body structure),left,,,,,,,,
x,Anatomic,Muscle,Sternocleidomastoid,Head and Neck,14,Musc_Sclmast_R,R_Sclmast_Musc,Sternocleidomastoid Right,13408,22823000,Structure of sternocleidomastoid muscle (body structure),right,,,,,,,,
x,Anatomic,Muscle,Temporal,Head and Neck,15,Musc_Temporal_L,L_Temporal_Musc,Temporal muscle - Left,49008,52927003,Structure of temporalis muscle (body structure),left,,,,,,,,
,Anatomic,Muscle,Soft Palate,Head and Neck,11,Palate_Soft,Soft_Palate,Soft palate,55021,49460000,Soft palate structure (body structure),,,,,,,,,
x,Anatomic,Nose,Nasal,Head and Neck,14,Nasalconcha_LI,LI_Nasalconcha,Inferior Nasal Concha Left,54738,46607005,Nasal turbinate structure (body structure),"left, inferior",,,,,,,,
x,Anatomic,Nose,Nasal,Head and Neck,14,Nasalconcha_RI,RI_Nasalconcha,Inferior Nasal Concha Right,54737,46607005,Nasal turbinate structure (body structure),"right,inferior",,,,,,,,
,Anatomic,Gland,Pancreas,Abdomen,8,Pancreas,Pancreas,Pancreas,7198,15776009,Pancreatic structure (body structure),,,,,,,,,
,Anatomic,Gland,Pancreas,Abdomen,13,Pancreas_Head,Head_Pancreas,Head of Pancreas,10468,64163001,Structure of head of pancreas (body structure),,,,,,,,,
,Anatomic,Gland,Pancreas,Abdomen,13,Pancreas_Tail,Tail_Pancreas,Tail of Pancreas,14519,73239005,Structure of tail of pancreas (body structure),,,,,,,,,
,Anatomic,Reproductive,,Pelvis,11,Parametrium,Parametrium,Parametrium,77061,45682005,Structure of parametrium (body structure),,,,,,,,,
,Anatomic,Gland,Parotid,Head and Neck,8,Parotids,Parotids,Pair of Parotid Glands,320436,45289007,Parotid gland structure (body structure),"left, right",,,,,,,,
,PRV,Nerve,Optic,Head and Neck,15,OpticChiasm_PRV,PRV_OpticChiasm,PRV for Optic Chiasm,,,,,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,16,OpticChiasm_PRVx,PRVx_OpticChiasm,PRV expansion of  x mm on the optic chiasm,,,,,,,,,,,,
,Anatomic,Reproductive,,Pelvis,10,PenileBulb,PenileBulb,Penile Bulb,19614,52737000,Structure of bulb of penis (body structure),,,,,,,,,
x,Anatomic,Nerve,Optic,Head and Neck,10,OpticNrv_L,L_OpticNrv,Optic nerve - left,50878,18234004,Optic nerve structure (body structure),left,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,12,OpticNrv_PRV,PRV_OpticNrv,PRV for Optic Nerve,,,,right,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,14,OpticNrv_PRV_L,L_PRV_OpticNrv,,,,,,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,14,OpticNrv_PRV_R,R_PRV_OpticNrv,,,,,,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,16,OpticNrv_PRVxx_L,L_PRVxx_OpticNrv,PRV expansion of xx millimeters on the right optic nerve,,,,,,,,,,,,
,PRV,Nerve,Optic,Head and Neck,16,OpticNrv_PRVxx_R,R_PRVxx_OpticNrv,PRV created with xx mm expansion on the left optic nerve,,,,,,,,,,,,
x,Anatomic,Nerve,Optic,Head and Neck,10,OpticNrv_R,R_OpticNrv,Optic nerve - right,50875,18234004,Optic nerve structure (body structure),left,,,,,,,,
,Anatomic,Reproductive,,Pelvis,5,Penis,Penis,Penis,9707,18911002,Penile structure (body structure),right,,,,,,,,
,Anatomic,Heart,Membrane,Thorax,11,Pericardium,Pericardium,Pericardium,9869,76848001,Pericardial structure (body structure),,,,,,,,,
,Anatomic,Perineum,,Pelvis,8,Perineum,Perineum,Perineum,9579,38864007,Perineal structure (body structure),,,,,,,,,
,Anatomic,Membrane,Peritoneum,Abdomen,10,Peritoneum,Peritoneum,Peritoneal sac,9908,118762006,Peritoneal sac structure (body structure),,,,,,,,,
x,Anatomic,Reproductive,,Pelvis,7,Ovary_L,L_Ovary,Ovary Left,7214,15497006,Ovarian structure (body structure),left,,,,,,,,
x,Anatomic,Reproductive,,Pelvis,7,Ovary_R,R_Ovary,Ovary Right,7213,15497006,Ovarian structure (body structure),right,,,,,,,,
,Non_Anatomic,Devices,,Thorax,9,Pacemaker,Pacemaker,Pacemaker,,14106009,"Cardiac pacemaker, device (physical object)",,,,,,,,,
,Anatomic,Throat,Pharynx,Head and Neck,7,Pharynx,Pharynx,Pharynx,46688,54066008,Pharyngeal structure (body structure),,,,,,,,,
,Surgical,Gut,,Abdomen,10,PancJejuno,PancJejuno,The pancreatic jejuno junction - generated by surgical procedure,,110822002,Pancreas and jejunum (combined site) (body structure),,,,,,,,,
,Anatomic,Gland,Pineal,Head and Neck,6,Pineal,Pineal,Pineal gland,62033,45793000,Pineal structure (body structure),,,,,,,,,
,Anatomic,Gland,Pituitary,Head and Neck,9,Pituitary,Pituitary,Pituitary gland,13889,56329008,Pituitary structure (body structure),,,,,,,,,
,Anatomic,Brain,Brainstem,Head and Neck,4,Pons,Pons,Pons,67943,49557009,Pontine structure (body structure),,,,,,,,,
,Anatomic,Gland,Prostate,Pelvis,8,Prostate,Prostate,Prostate,9600,41216001,Prostatic structure (body structure),,,,,,,,,
x,Anatomic,Gland,Parotid,Head and Neck,9,Parotid_L,L_Parotid,Parotid Left,59798,45289007,Parotid gland structure (body structure),left,,,,,,,,
x,Anatomic,Gland,Parotid,Head and Neck,9,Parotid_R,R_Parotid,Parotid Right,59797,45289007,Parotid gland structure (body structure),right,,,,,,,,
,Anatomic,Surgery,Prostate,Pelvis,11,ProstateBed,ProstateBed,Prostate Bed,,37446007,Structure of periprostatic tissue (body structure),,"Actually, I still have questions on this, and would love to double check with Chuck",Discuss with Chuck Mayo,,,,,,
,Anatomic,Surgery,,Body,10,Prosthesis,Prosthesis,Prosthesis,,,"53350007 - Prosthesis, device (physical object)",,RTTD 100521 -- Exclude,,,,,,,
,Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Lat_L,L_Lat_Pterygoid,Pterygoid muscles lateral - Left,49017,88938001,Structure of lateral pterygoid muscle (body structure),left,,,,,,,,
,Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Lat_R,R_Lat_Pterygoid,Pterygoid muscles lateral - Right,49016,88938001,Structure of lateral pterygoid muscle (body structure),right,,,,,,,,
,Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Med_L,L_Med_Pterygoid,Pterygoid muscles medial - Left,49013,85002005,Structure of medial pterygoid muscle (body structure),left,,,,,,,,
,Anatomic,Muscle,Pterygoid,Head and Neck,15,Pterygoid_Med_R,R_Med_Pterygoid,Pterygoid muscles medial - Right,49012,85002005,Structure of medial pterygoid muscle (body structure),right,,,,,,,,
,Anatomic,Rectum,,Pelvis,11,Rectal_Wall,Rectal_Wall,Rectal Wall,14626,511000202101,Rectum wall structure (body structure),,,,,,,,,
,Anatomic,Rectum,,Pelvis,6,Rectum,Rectum,Large bowel - Rectum,14544,34402009,Rectum structure (body structure),,,,,,,,,
,Anatomic,Nerve,Sacrum,Pelvis,10,SacralPlex,SacralPlex,Sacral Plexus,5909,62397004,Sacral plexus structure (body structure),,,,,,,,,
,PRV,Gland,Pituitary,Head and Neck,15,Pituitary_PRVxx,PRVxx_Pituitary,PRV constructed as xx millimeter expansion on Pituitary,,,,,,,,,,,,
,Anatomic,Skin,,Head and Neck,5,Scalp,Scalp,,46494,41695006,Scalp structure (body structure),,,,,,,,,
,Non_Anatomic,Surgery,,Body,6,Postop,Postop,Post operative volume,,,,,,,,,,,,
,Non_Anatomic,Surgery,,Body,5,Preop,Preop,Region originally occupied by the gross tumor volume,,,,,,,,,,,,
x,Anatomic,Bone,Mandible,Head and Neck,16,Proc_Condyloid_L,L_Condyloid_Proc,Condyloid process of mandible - Right,52838,67183008,Structure of condyloid process of mandible (body structure),right,,,,,,,,
x,Anatomic,Bone,Mandible,Head and Neck,16,Proc_Condyloid_R,R_Condyloid_Proc,Condyloid process of mandible - Left,52840,67183008,Structure of condyloid process of mandible (body structure),left,,,,,,,,
x,Anatomic,Bone,Mandible,Head and Neck,15,Proc_Coronoid_L,L_Coronoid_Proc,Coronoid process of mandible - Left,52835,124002,Structure of coronoid process of mandible (body structure),left,,,,,,,,
x,Anatomic,Bone,Mandible,Head and Neck,15,Proc_Coronoid_R,R_Coronoid_Proc,Coronoid process of mandible - Right,52834,124002,Structure of coronoid process of mandible (body structure),right,,,,,,,,
,Anatomic,Skin,,Body,4,Scar,Scar,Scar,,12402003,Scar (morphologic abnormality),,,,,,,,,
,Anatomic,Skin,,Body,10,Scar_Boost,Boost_Scar,,,,,,I think this would be out of scope?? I think that this is describing the need for higher dose radiation when treating an area that has significant scarring,Discuss with Chuck Mayo,,,,,,
,Anatomic,Skin,,Pelvis,7,Scrotum,Scrotum,Scrotum (skin & cremasteric fascia),18252,20233005,Scrotal structure (body structure),,,,,,,,,
,Anatomic,Gland,,Pelvis,10,SeminalVes,SeminalVes,Seminal vesicle,19387,64739004,Seminal vesicle structure (body structure),,,,,,,,,
,Anatomic,Gland,,Pelvis,15,SeminalVes_Dist,Dist_SeminalVes,Distal Seminal Vesicle,,64739004,Seminal vesicle structure (body structure),distal,,,,,,,,
,Anatomic,Gland,,Pelvis,15,SeminalVes_Prox,Prox_SeminalVes,Proximal Seminal Vesicle,,64739004,Seminal vesicle structure (body structure),proximal,,,,,,,,
,Anatomic,Sinus,Ethmoid,Head and Neck,13,Sinus_Ethmoid,Ethmoid_Sinus,Ethmoidal Sinus,84115,54215007,Ethmoid sinus structure (body structure),,,,,,,,,
,Target,PTV,,Body,3,PTV,PTV,Planning Target Volume,,,"Should be used as RadiotherapyVolume type, not treatment location",,,,,,,,,
,Anatomic,Bone,Pubic,Pelvis,12,PubicSymphys,PubicSymphys,Pubic Symphysis,16950,82561000,Symphysis pubis structure (body structure),,,,,,,,,
x,Anatomic,Bone,Pubic,Pelvis,14,PubicSymphys_L,L_PubicSymphys,Pubic bone Left,16597,82561000,Symphysis pubis structure (body structure),left,"I think that this mapping is correct (and the left/right qualifier could still possibly be needed by Rad Onc), but still want to run by Chuck Mayo",Discuss with Chuck Mayo,,,,,,
x,Anatomic,Bone,Pubic,Pelvis,14,PubicSymphys_R,R_PubicSymphys,Pubic bone Right,16596,82561000,Symphysis pubis structure (body structure),right,"I think that this mapping is correct (and the left/right qualifier could still possibly be needed by Rad Onc), but still want to run by Chuck Mayo",Discuss with Chuck Mayo,,,,,,
x,Anatomic,Bone,Radius,Limb,8,Radius_L,L_Radius,Radius Left,23465,62413002,Bone structure of radius (body structure),left,,,,,,,,
x,Anatomic,Bone,Radius,Limb,8,Radius_R,R_Radius,Radius Right,23464,62413002,Bone structure of radius (body structure),right,,,,,,,,
,Anatomic,Brain,Sinus,Head and Neck,13,Sinus_Frontal,Frontal_Sinus,Frontal Sinus,57417,55060009,Frontal sinus structure (body structure),,,,,,,,,
,Anatomic,Sinus,Maxillary,Head and Neck,13,Sinus_Maxilry,Maxilry_Sinus,Maxillary Sinus,57715,15924003,Maxillary sinus structure (body structure),,,,,,,,,
x,Anatomic,Eye,Retina,Head and Neck,8,Retina_L,L_Retina,Retina Left,58303,5665001,Retinal structure (body structure),left,,,,,,,,
,PRV,Eye,Retina,Head and Neck,14,Retina_PRVxx_L,L_PRVxx_Retina,,,,,,,,,,,,,
,PRV,Eye,Retina,Head and Neck,14,Retina_PRVxx_R,R_PRVxx_Retina,PRV constructed as xx millimeter expansion on Retina,,,,,,,,,,,,
x,Anatomic,Eye,Retina,Head and Neck,8,Retina_R,R_Retina,Retina Right,58302,5665001,Retinal structure (body structure),right,,,,,,,,
x,Anatomic,Eye,Retina,Head and Neck,7,Retinas,Retinas,Both Retinas,58301,5665001,Both lips (body structure),"left,right",,,,,,,,
,Anatomic,Bone,Rib,Thorax,3,Rib,Rib,Any Rib volume,7574,113197003,Bone structure of rib (body structure),,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib01_L,L_Rib01,First Rib Left,7987,48535007,Bone structure of first rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib01_R,R_Rib01,First Rib Right,7857,48535007,Bone structure of first rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib02_L,L_Rib02,Second rib Left,8012,78247007,Bone structure of second rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib02_R,R_Rib02,Second rib Right,7882,78247007,Bone structure of second rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib03_L,L_Rib03,Third rib Left,8039,25888004,Bone structure of third rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib03_R,R_Rib03,Third rib Right,7909,25888004,Bone structure of third rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib04_L,L_Rib04,Fourth rib Left,8148,25523003,Bone structure of fourth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib04_R,R_Rib04,Fourth rib Right,7957,25523003,Bone structure of fourth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib05_L,L_Rib05,Fifth rib Left,8093,15339008,Bone structure of fifth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib05_R,R_Rib05,Fifth rib Right,8066,15339008,Bone structure of fifth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib06_L,L_Rib06,Sixth rib Left,8202,59558009,Bone structure of sixth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib06_R,R_Rib06,Sixth rib Right,8175,59558009,Bone structure of sixth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib07_L,L_Rib07,Seventh rib Left,8256,24915002,Bone structure of seventh rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib07_R,R_Rib07,Seventh rib Right,8229,24915002,Bone structure of seventh rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib08_L,L_Rib08,Eighth rib Left,8310,5953002,Bone structure of eighth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib08_R,R_Rib08,Eighth rib Right,8283,5953002,Bone structure of eighth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib09_L,L_Rib09,Ninth rib Left,8391,22565002,Bone structure of ninth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib09_R,R_Rib09,Ninth rib Right,8364,22565002,Bone structure of ninth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib10_L,L_Rib10,Tenth rib Left,8472,77644006,Bone structure of tenth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib10_R,R_Rib10,Tenth rib Right,8445,77644006,Bone structure of tenth rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib11_L,L_Rib11,Eleventh rib Left,8532,58830002,Bone structure of eleventh rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib11_R,R_Rib11,Eleventh rib Right,8531,58830002,Bone structure of eleventh rib (body structure),right,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib12_L,L_Rib12,Twelfth rib Left,8534,43993008,Bone structure of twelfth rib (body structure),left,,,,,,,,
x,Anatomic,Bone,Rib,Thorax,7,Rib12_R,R_Rib12,Twelfth rib Right,8533,43993008,Bone structure of twelfth rib (body structure),right,,,,,,,,
,Anatomic,Skin,,Body,4,Skin,Skin,Skin,7163,39937001,Skin structure (body structure),,,,,,,,,
X,Anatomic,Bone,Rib,Thorax,7,Rib13_L,L_Rib13,Thirteenth   rib Left,8534,USCRS-33146,Bone structure of thirteenth rib (body structure),left,,,,,,,,
X,Anatomic,Bone,Rib,Thorax,7,Rib13_R,R_Rib13,Thirteenth  rib Right,8533,USCRS-33146,Bone structure of thirteenth rib (body structure),right,,,,,,,,
,Anatomic,Skin,,Pelvis,13,Skin_Perineum,Perineum_Skin,,20429,48014002,Skin structure of perineum (body structure),,,,,,,,,
x,Anatomic,Bone,Scapula,Thorax,9,Scapula_L,L_Scapula,Scapula Left,13396,79601000,Bone structure of scapula (body structure),left,,,,,,,,
x,Anatomic,Bone,Scapula,Thorax,9,Scapula_R,R_Scapula,Scapula Right,13395,79601000,Bone structure of scapula (body structure),right,,,,,,,,
,Anatomic,Skin,,Abdomen,15,Skin_Peritoneum,Peritoneum_Skin,,,75093004,Skin structure of anterior abdominal wall (body structure),,,,,,,,,
,Anatomic,Space,,Body,3,Spc,Spc,Space,,,,,,Discuss with Chuck Mayo,,,,,,
,Anatomic,Bowel,Space,Abdomen,10,Spc_Bowel ,Bowel_Spc,Space occupied by bowel,,USCRS-33351,Bowel space (body structure),,,,,,,,,
,Anatomic,Space,,Abdomen,15,Spc_Bowel_Small,Small_Bowel_Spc,,,USCRS-33352,Small bowel space (body structure),,,,,,,,,
,Anatomic,Space,,Head and Neck,14,Spc_Retrophars,Retrophars_Spc,Retropharyngeal space,286702,789564000,Structure of retropharyngeal space (body structure),,,,,,,,,
,Anatomic,Space,Retrostyloid,Head and Neck,12,Spc_Retrosty,Retrosty_Spc,Retrostyloid space ,,USCRS-33350,Retrostyloid space (body structure),,,,,,,,,
,Anatomic,Space,Supraclavicular,Thorax,15,Spc_Supraclav_L,L_Supraclav_Spc,Supraclavicular space - Left,45797,77621008,Supraclavicular region of neck (body structure),left,,,,,,,,
,Anatomic,Space,Supraclavicular,Thorax,15,Spc_Supraclav_R,R_Supraclav_Spc,Supraclavicular space - Right,45796,77621008,Supraclavicular region of neck (body structure),right,,,,,,,,
x,Anatomic,Brain,Sinus,Head and Neck,15,Sinus_Frontal_L,L_Frontal_Sinus,Frontal Sinus Left,57419,55060009,Frontal sinus structure (body structure),left,,,,,,,,
x,Anatomic,Brain,Sinus,Head and Neck,15,Sinus_Frontal_R,R_Frontal_Sinus,Frontal Sinus Right,57418,55060009,Frontal sinus structure (body structure),right,,,,,,,,
,Anatomic,Bowel,Anus,Pelvis,14,Sphincter_Anal,Anal_Sphincter,Internal Anal Sphincter ,15710,41178004,Structure of sphincter ani muscle (body structure),,,,,,,,,
x,Anatomic,Sinus,Maxillary,Head and Neck,15,Sinus_Maxilry_L,L_Maxilry_Sinus,Maxillary Sinus,57717,15924003,Maxillary sinus structure (body structure),left,,,,,,,,
x,Anatomic,Sinus,Maxillary,Head and Neck,15,Sinus_Maxilry_R,R_Maxilry_Sinus,Maxillary Sinus,57716,15924003,Maxillary sinus structure (body structure),right,,,,,,,,
,Anatomic,Canal,Spinal Cord,Body,11,SpinalCanal,SpinalCanal,Vertebral canal,9680,61853006,Spinal canal structure (body structure),,,,,,,,,
x,Anatomic,Bone,Sphenoid,Head and Neck,16,Sinus_Sphenoid_L,L_Sphenoid_Sinus,Sphenoidal Sinus Left,54708,24999009,Sphenoid sinus structure (body structure),left ,,,,,,,,
x,Anatomic,Bone,Sphenoid,Head and Neck,16,Sinus_Sphenoid_R,R_Sphenoid_Sinus,Sphenoidal Sinus Right,54707,24999009,Sphenoid sinus structure (body structure),right,,,,,,,,
,Anatomic,Nerve,Spinal Cord,Body,10,SpinalCord,SpinalCord,Spinal Cord,7647,2748008,Spinal cord structure (body structure),,,,,,,,,
,Anatomic,Nerve,Spinal Cord,Head and Neck,15,SpinalCord_Cerv,Cerv_SpinalCord,Spinal Cord Cervical,71166,54785003,Cervical spinal cord structure (body structure),,,,,,,,,
,Anatomic,Nerve,Spinal Cord,Abdomen,14,SpinalCord_Lum,Lum_SpinalCord,Spinal Cord Lumbar,71168,60051002,Lumbar spinal cord structure (body structure),,,,,,,,,
,Anatomic,Bone,Skull,Head and Neck,5,Skull,Skull,Skeletal system of head,46565,89546000,Bone structure of cranium (body structure),,,,,,,,,
,Anatomic,Nerve,Spinal Cord,Pelvis,14,SpinalCord_Sac,Sac_SpinalCord,Spinal Cord Sacral,256623,11478001,Sacral spinal cord structure (body structure),,,,,,,,,
,Anatomic,Nerve,Spinal Cord,Thorax,15,SpinalCord_Thor,Thor_SpinalCord,Spinal Cord Thoracic,71167,50800009,Thoracic spinal cord structure (body structure),,,,,,,,,
,Anatomic,Reproductive,,Pelvis,10,Spongiosum,Spongiosum,Penis Corpus Spongiosum,19617,25270003,Corpus spongiosum structure (body structure),,,,,,,,,
x,Anatomic,Space,Retropharyngeal,Head and Neck,15,Spc_Retrophar_L,L_Retrophar_Spc,Retropharyngeal space Left,,789564000,Structure of retropharyngeal space (body structure),left,,,,,,,,
x,Anatomic,Space,Retropharyngeal,Head and Neck,15,Spc_Retrophar_R,R_Retrophar_Spc,Retropharyngeal space Right,,789564000,Structure of retropharyngeal space (body structure),right ,,,,,,,,
,Anatomic,Ear,Stapes,Head and Neck,6,Stapes,Stapes,Stapes,52751,22718006,Stapes structure (body structure),,,,,,,,,
,Anatomic,Stomach,,Abdomen,7,Stomach,Stomach,Stomach,7148,69695003,Stomach structure (body structure),,,,,,,,,
x,Anatomic,Space,Retrostyloid,Head and Neck,14,Spc_Retrosty_L,L_Retrosty_Spc,Retrostyloid space -Left,,USCRS-33350,Retrostyloid space (body structure),left,,,,,,,,
x,Anatomic,Space,Retrostyloid,Head and Neck,14,Spc_Retrosty_R,R_Retrosty_Spc,Retrostyloid space -Left,,USCRS-33350,Retrostyloid space (body structure),right,,,,,,,,
,Anatomic,Joint,,Limb,16,Strct_Suprapatel,Suprapatel_Strct,Suprapatellar Structures,,75415000,Structure of suprapatellar bursa (body structure),,,,,,,,,
,Anatomic,Eye,,,8,Surf_Eye,Eye_Surf,,,182323001,Entire eye region (surface region) (body structure),,,,,,,,,
,Anatomic,Surgery,,Body,11,SurgicalBed,SurgicalBed,,,TBD,TBD,,,,,,,,,
,Anatomic,Brain,,Head and Neck,15,Sys_Ventricular,Ventricular_Sys,Ventricular System of the Brain,242787,8997002,Space of ventricular system of brain (body structure),,,,,,,,,
,PRV,PRV,Spinal Canal,Body,15,SpinalCanal_PRV,PRV_SpinalCanal,,,,,,,,,,,,,
x,PRV,PRV,Spinal Canal,Body,16,SpinalCanal_PRVx,PRVx_SpinalCanal,A PRV created with an x millimeter expansion on the spinal canal,,,,,,,,,,,,
,Anatomic,Tendon,,Limb,7,Tendon ,Tendon,,9721,13024002,Tendon structure (body structure),,,,,,,,,
,Anatomic,Tendon,,Limb,11,Tendon_Quad,Quad_Tendon,,46900,70567001,Structure of quadriceps tendon (body structure),,,,,,,,,
,Anatomic,Reproductive,Testis,Pelvis,6,Testis,Testis,Testis,7210,40689003,Testis structure (body structure),"left, right",,,,,,,,
,PRV,PRV,Spinal Cord,Body,14,SpinalCord_PRV,PRV_SpinalCord,,,,,,,,,,,,,
x,PRV,PRV,Spinal Cord,Body,16,SpinalCord_PRVxx,PRVxx_SpinalCord,A PRV created with an xx millimeter expansion on the spinal cord,,,,,,,,,,,,
,Anatomic,Membrane,Thecal Sac,Body,9,ThecalSac,ThecalSac,,83720,37554007,Spinal dura mater structure (body structure),,"37554007 | Spinal dura mater structure (body structure) | - in looking into this further, I think this is the right code, but would want to run by Chuck Mayo",Discuss with Chuck Mayo,,,,,,
,Anatomic,Duct,Thoracic,Thorax,13,Thoracic_Duct,Duct_Thoracic,Thoracic Duct,5031,1732005,Thoracic duct structure (body structure),,,,,,,,,
,Anatomic,Lymph Node,Spleen,Abdomen,6,Spleen,Spleen,Spleen,7196,78961009,Splenic structure (body structure),,,,,,,,,
,Anatomic,Lymph Node,Spleen,Abdomen,12,Spleen_Hilum,Hilum_Spleen,Splenic hilum,15841,35378004,Structure of hilum of spleen (body structure),,,,,,,,,
,Anatomic,Mouth,Tongue,Head and Neck,6,Tongue,Tongue,Tongue,54640,21974007,Tongue structure (body structure),,,,,,,,,
,Anatomic,Mouth,Tongue,Head and Neck,10,Tongue_All,All_Tongue,,,181226008,Entire tongue (body structure),,,Discuss with Chuck Mayo,,,,,,
x,Anatomic,Ear,Stapes,Head and Neck,8,Stapes_L,L_Stapes,Stapes Left,74049,22718006,Stapes structure (body structure),,,,,,,,,
x,Anatomic,Ear,Stapes,Head and Neck,8,Stapes_R,R_Stapes,Stapes Right,74048,22718006,Stapes structure (body structure),,,,,,,,,
,Anatomic,Mouth,Tongue,Head and Neck,11,Tongue_Base,Base_Tongue,,54645,47975008, Structure of root of tongue (body structure),,,,,,,,,
,PRV,Stomach,,Abdomen,13,Stomach_PRVxx,PRVxx_Stomach,PRV created with xx mm expansion on the stomach,,,,,,,,,,,,
,Anatomic,Mouth,Tongue,Head and Neck,11,Tongue_Oral,Oral_Tongue,,54644,21974007,Tongue structure (body structure),oral,,,,,,,,
,Anatomic,Mouth,Tongue,Head and Neck,13,Tongue_Oral_L,L_Oral_Tongue,,281502,21974007,Tongue structure (body structure),"left, oral",,,,,,,,
,Anatomic,Lung,Trachea,Thorax,7,Trachea,Trachea,Trachea,7394,44567001,Tracheal structure (body structure),,,,,,,,,
,Anatomic,Lung,Trachea,Thorax,12,Trachea_NAdj,NAdj_Trachea,Trachea non adjacent wall,,44567001,Tracheal structure (body structure),non-adjacent,,,,,,,,
